Applicant,LocationDescription,Address,Photo,FoodItems,Latitude,Longitude,Schedule,Location
Tres Agaves Mexican Kitchen & Tequila Lounge LLC. dba Tres Truck,16TH ST: KANSAS ST to VERMONT ST (1700 - 1799),1700 16TH ST,,Multiple Truck - Everything,37.76621745,-122.4039528,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0065&ExportPDF=1&Filename=18MFF-0065_schedule.pdf,"(37.76621745067997, -122.40395278412095)"
May Catering,,Assessors Block 8710/Lot003,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7706454,-122.3934769,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.77064539839084, -122.3934769371996)"
Munch A Bunch,07TH ST: CLEVELAND ST to HARRISON ST (314 - 399),355 07TH ST,,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.77638143,-122.4069341,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0197&ExportPDF=1&Filename=17MFF-0197_schedule.pdf,"(37.77638142599361, -122.40693405162592)"
John's Catering #5,HARRISON ST: ALAMEDA ST to 15TH ST (1830 - 1899),1830 HARRISON ST,,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.76798459,-122.4139538,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,"(37.76798459486447, -122.41395382252182)"
Brazuca Grill,TENNESSEE ST: MARIPOSA ST to 18TH ST (600 - 699),640 TENNESSEE ST,,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.76354048,-122.3900966,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00154&ExportPDF=1&Filename=21MFF-00154_schedule.pdf,"(37.76354048392964, -122.39009664366294)"
Julie's Hot Dogs,MISSION ST: 17TH ST to CLARION ALY (2100 - 2131),2101 MISSION ST,,Hot dogs: bacon wrap hot dogs: chicken burgers: energy drinks: water & various drinks,37.76317462,-122.4190095,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0196&ExportPDF=1&Filename=17MFF-0196_schedule.pdf,"(37.76317461963382, -122.41900951477052)"
Marengo,WATERLOO ST: MARENGO ST to BAY SHORE BLVD (40 - 99),75 WATERLOO ST,,Breakfast - egg: cheese: bacon: tomato: english muffin w/ butter: jam: or nutella: hard boiled eggs: fruit medley: water: coffee: milk: carrot juice: orange juice,37.73864994,-122.4061861,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0100&ExportPDF=1&Filename=18MFF-0100_schedule.pdf,"(37.7386499426562, -122.40618611429521)"
Subs on Hubs,08TH ST: FOLSOM ST to RINGOLD ST (300 - 341),333 08TH ST,,Italian subs: Cuban sandwich: Gyro,37.7749755,-122.4093858,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0059&ExportPDF=1&Filename=18MFF-0059_schedule.pdf,"(37.77497549982167, -122.40938582319421)"
Tres Agaves Mexican Kitchen & Tequila Lounge LLC. dba Tres Truck,RHODE ISLAND ST: 16TH ST to 17TH ST (300 - 399),301 RHODE ISLAND ST,,Multiple Truck - Everything,37.76545974,-122.4021364,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0065&ExportPDF=1&Filename=18MFF-0065_schedule.pdf,"(37.76545973746822, -122.40213637617893)"
Singh Brothers Ice Cream,NIBBI CT: GILLETTE AVE to END: 1-99 BLOCK (1 - 99),35 NIBBI CT,,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.71045169,-122.3961491,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,"(37.710451691867526, -122.39614907899559)"
Eli's Hot Dogs,JERROLD AVE: BARNEVELD AVE to JERROLD AVE (2351 - 2369),101 BAY SHORE BLVD,,various styles of hot dogs & sausages: chips: breakfast sandwiches: chili: soda: water:,37.7469483,-122.403391,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0155&ExportPDF=1&Filename=17MFF-0155_schedule.pdf,"(37.746948295513135, -122.40339096031298)"
Munch A Bunch,TURK ST: WEBSTER ST to FILLMORE ST (1300 - 1399),1345 TURK ST,,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0197&ExportPDF=1&Filename=17MFF-0197_schedule.pdf,"(0.0, 0.0)"
Singh Brothers Ice Cream,PALOU AVE: HAWES ST to INGALLS ST (1100 - 1199),1101 PALOU AVE,,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.72867144,-122.3818651,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,"(37.72867144281792, -122.38186508864092)"
John's Catering #5,HOWARD ST: BEALE ST to FREMONT ST (300 - 399),300 HOWARD ST,,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.78956931,-122.3951294,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,"(37.78956931389663, -122.39512939052092)"
"SOHOMEI, LLC",VALENCIA ST: 18TH ST to 19TH ST (700 - 799),740 VALENCIA ST,,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.76095717,-122.4218242,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,"(37.760957168278544, -122.42182419935827)"
Munch A Bunch,12TH ST: ISIS ST to BERNICE ST (332 - 365),333 12TH ST,,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.77081823,-122.4140073,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0197&ExportPDF=1&Filename=17MFF-0197_schedule.pdf,"(37.770818229999286, -122.41400729759701)"
John's Catering #5,,50 IVY ST,,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.77812838,-122.4186521,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,"(37.77812837973375, -122.41865212999701)"
SF Cart Project,MISSION BAY BLVD SOUTH: 03RD ST \ MISSION BAY BLVD to 04TH ST \ MISSION BAY BLVD (501 - 599),535 MISSION BAY BLVD SOUTH,,7 Multiple Trucks on rotation (1 on Mission Bay Blvd South & 6 on 4th St).   Serving everything but hot dogs,37.76912441,-122.3914749,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0094&ExportPDF=1&Filename=18MFF-0094_schedule.pdf,"(37.769124412168054, -122.39147491124585)"
"Santana ESG, Inc.",HARRISON ST: 21ST ST to 22ND ST (2500 - 2599),2598 HARRISON ST,,Tacos: Burritos: Tortas: Quesadillas: Mexican Drinks: Aguas Frescas,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0164&ExportPDF=1&Filename=17MFF-0164_schedule.pdf,"(0.0, 0.0)"
John's Catering #5,03RD ST: 16TH ST to MARIPOSA ST (1800 - 1998) -- WEST --,1900 03RD ST,,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.76510646,-122.3896795,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,"(37.765106463190754, -122.38967948729044)"
Munch A Bunch,PARNASSUS AVE: HILLWAY AVE to 03RD AVE (400 - 599),400 PARNASSUS AVE,,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.76386403,-122.4583917,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0197&ExportPDF=1&Filename=17MFF-0197_schedule.pdf,"(37.763864032383225, -122.4583917498439)"
"SOHOMEI, LLC",MASONIC AVE: MCALLISTER ST to FULTON ST (500 - 599),599 MASONIC AVE,,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.78072315,-122.4477896,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,"(37.780723147544364, -122.44778964047842)"
El Tonayense #60,HARRISON ST: MISTRAL ST to 20TH ST (2345 - 2399),2355 FOLSOM ST,,Tacos: Burritos: Tortas: Quesadillas: Drinks,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0004&ExportPDF=1&Filename=18MFF-0004_schedule.pdf,"(0.0, 0.0)"
Munch A Bunch,WEBSTER ST: CLAY ST to WASHINGTON ST (2200 - 2299),2200 WEBSTER ST,,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0197&ExportPDF=1&Filename=17MFF-0197_schedule.pdf,"(0.0, 0.0)"
Munch A Bunch,LARKIN ST: FERN ST to BUSH ST (1127 - 1199),1144 LARKIN ST,,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.78852758,-122.4183137,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0197&ExportPDF=1&Filename=17MFF-0197_schedule.pdf,"(37.788527575313175, -122.41831368572115)"
"SOHOMEI, LLC",DAVIDSON AVE: QUINT ST to RANKIN ST (1500 - 1599),1580 DAVIDSON AVE,,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.74569303,-122.3907146,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,"(37.74569302612038, -122.39071458482128)"
Singh Brothers Ice Cream,WALLACE AVE: JENNINGS ST to KEITH ST (1500 - 1599),1550 WALLACE AVE,,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.72716807,-122.3900291,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,"(37.72716806878196, -122.39002914870102)"
May Catering,04TH ST: CHINA BASIN ST to MISSION BAY BLVD (1300 - 1399),1322 04TH ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76387076,-122.4606006,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.763870760166135, -122.46060056387866)"
John's Catering #5,BRYANT ST: 19TH ST to 20TH ST (2100 - 2199),2157 BRYANT ST,,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.75979627,-122.4095734,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,"(37.759796271722685, -122.40957342162403)"
Ruru Juice LLC,MISSION ST: 02ND ST to NEW MONTGOMERY ST (600 - 634),601 MISSION ST,,Smoothies: Juice: Salads: Fruit Bowls: Soup,37.78767164,-122.3997629,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0198&ExportPDF=1&Filename=17MFF-0198_schedule.pdf,"(37.78767164448786, -122.39976292583923)"
Wonder Philly,04TH ST: BERRY ST to MISSION CREEK (900 - 999),960 04TH ST,,Hot dogs: sausages: cheesesteaks: chips: drinks,37.77433767,-122.3940533,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0166&ExportPDF=1&Filename=17MFF-0166_schedule.pdf,"(37.77433766636957, -122.39405328631256)"
Subs on Hubs,BRANNAN ST: 08TH ST to 09TH ST (900 - 999),934 BRANNAN ST,,Italian subs: Cuban sandwich: Gyro,37.771179,-122.4065737,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0059&ExportPDF=1&Filename=18MFF-0059_schedule.pdf,"(37.7711790005481, -122.40657367342877)"
Singh Brothers Ice Cream,FITZGERALD AVE: HAWES ST to INGALLS ST (1100 - 1199),1104 FITZGERALD AVE,,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.72017472,-122.3894071,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,"(37.720174722649276, -122.38940711434189)"
Julie's Hot Dogs,MISSION ST: 19TH ST to 20TH ST (2300 - 2399),2365 MISSION ST,,Hot dogs: Bacon wrapped hot dogs: soda: water: sports drinks: energy drinks: chips,37.75924029,-122.4185442,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0190&ExportPDF=1&Filename=17MFF-0190_schedule.pdf,"(37.75924028515023, -122.4185441711166)"
"SOHOMEI, LLC",MISSION ST: ANNIE ST to 03RD ST (663 - 699),690 MISSION ST,,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,"(0.0, 0.0)"
"Kabob Trolley, LLC",04TH ST: TOWNSEND ST to KING ST (700 - 799),298 KING ST,,Gyros: Kebobs: refreshments and dessert,37.77764221,-122.3934181,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0177&ExportPDF=1&Filename=17MFF-0177_schedule.pdf,"(37.77764220851001, -122.39341814593186)"
May Catering,LE CONTE AVE: 03RD ST to KEITH ST (1039 - 1099),1075 LE CONTE AVE,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.71878808,-122.398106,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.71878807902009, -122.39810598775011)"
"Kabob Trolley, LLC",MISSION ST: 07TH ST to ANGELOS ALY \ JULIA ST (1100 - 1165),1133 MISSION ST,,Halal Gyro and Cheesesteaks,37.77833026,-122.4115159,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0106&ExportPDF=1&Filename=18MFF-0106_schedule.pdf,"(37.77833025576586, -122.41151586526772)"
Tacos El Primo,WILLIAMS AVE: APOLLO ST to PHELPS ST \ VESTA ST (300 - 399),345 WILLIAMS AVE,,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea,37.72980548,-122.3992471,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0006&ExportPDF=1&Filename=18MFF-0006_schedule.pdf,"(37.72980548057414, -122.39924710472444)"
Singh Brothers Ice Cream,INGALLS ST: GEORGE CT to OAKDALE AVE (1350 - 1399),1309 INGALLS ST,,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.73037424,-122.3818619,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,"(37.730374237862826, -122.38186187865688)"
CC Acquisition LLC,VALENCIA ST: 16TH ST to 17TH ST (500 - 599),560 VALENCIA ST,,Chai Tea,37.76385808,-122.4220826,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0034&ExportPDF=1&Filename=18MFF-0034_schedule.pdf,"(37.763858081360304, -122.4220826209929)"
Quick Grub,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 BUSH ST,,Pre-packaged cold food and soft drinks,37.79092151,-122.4001004,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0112&ExportPDF=1&Filename=18MFF-0112_schedule.pdf,"(37.79092150726921, -122.4001004237385)"
Munch A Bunch,17TH ST: SAN BRUNO AVE to UTAH ST (2200 - 2299),2222 17TH ST,,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.76521595,-122.406007,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0197&ExportPDF=1&Filename=17MFF-0197_schedule.pdf,"(37.76521594899384, -122.40600697202919)"
"Santana ESG, Inc.",SHOTWELL ST: 16TH ST to 17TH ST (200 - 299),200 SHOTWELL ST,,Tacos: Burritos: Tortas: Quesadillas: Mexican Drinks: Aguas Frescas,37.76474535,-122.4165621,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0169&ExportPDF=1&Filename=17MFF-0169_schedule.pdf,"(37.764745350719494, -122.41656213947006)"
John's Catering #5,HARRISON ST: 16TH ST \ TREAT AVE to 17TH ST (2000 - 2099),2010 HARRISON ST,,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.7875875,-122.3904715,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,"(37.78758750472812, -122.39047154033159)"
"SOHOMEI, LLC",02ND ST: FEDERAL ST to SOUTH PARK (519 - 548),544 02ND ST,,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.78242356,-122.3932364,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,"(37.782423563294664, -122.39323639939816)"
Munch A Bunch,BRYANT ST: ALAMEDA ST intersection,1525 BRYANT ST,,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.76773409,-122.4101526,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0197&ExportPDF=1&Filename=17MFF-0197_schedule.pdf,"(37.76773409267081, -122.41015260194199)"
John's Catering #5,BRANNAN ST: 05TH ST to 06TH ST \ I-280 NORTHBOUND \ I-280 SOUTHBOUND (600 - 699),610 BRANNAN ST,,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.77662692,-122.3995555,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,"(37.776626919922286, -122.39955550378664)"
Ruru Juice LLC,SUTTER ST: SANSOME ST to MONTGOMERY ST (50 - 99),80 SUTTER ST,,Smoothies: Juice: Salads: Fruit Bowls: Soup,37.79034625,-122.4018502,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0198&ExportPDF=1&Filename=17MFF-0198_schedule.pdf,"(37.79034624734142, -122.4018501909886)"
Singh Brothers Ice Cream,JENNINGS ST: KEY AVE to LE CONTE AVE (3400 - 3499),3444 JENNINGS ST,,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.71852205,-122.3966614,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,"(37.71852204856645, -122.3966614444168)"
